aac-	aacA16.NG_052380.1	aac_6___Iaf.NG_047278.1	aac_6___Ip.NG_047307.2	aac_6___Iq.NG_047308.1
aac-_1	aacA57_2.NG_052083.1	aac_6___Ian.NG_047282.1	aac_6___Ian.NG_052170.1
aac-_2	aacA32.NG_052208.1	aac_6___32.NG_047266.1
aac-_3	aacA8.NG_052107.1	aac_6___31.NG_047265.1	aac_6___31.NG_052210.1	aac_6___31.NG_052214.1
aacA10	aacA10.NG_052119.1
blaOXA_-_42	blaOXA_724.NG_062201.1	blaOXA_725.NG_062200.1	blaOXA_726.NG_062247.1	blaOXA_912.NG_068183.1
blaOXA_-_43	blaOXA_395.NG_049684.1	blaOXA_396.NG_049685.1	blaOXA_485.NG_049767.1	blaOXA_486.NG_050612.1	blaOXA_488.NG_049768.1	blaOXA_494.NG_049773.1	blaOXA_50.NG_049777.1	blaOXA_846.NG_066519.1	blaOXA_847.NG_066520.1	blaOXA_848.NG_066521.1	blaOXA_849.NG_066522.1	blaOXA_850.NG_066523.1	blaOXA_851.NG_066524.1	blaOXA_901.NG_068020.1	blaOXA_902.NG_068021.1	blaOXA_903.NG_068022.1	blaOXA_904.NG_068023.1	blaOXA_905.NG_068024.1	blaOXA_906.NG_068025.1	blaOXA_907.NG_068026.1	blaOXA_908.NG_068027.1	blaOXA_913.NG_068184.1	blaOXA_914.NG_068185.1	blaOXA_937.NG_071209.1
blaOXA_-_44	blaOXA_372.NG_049663.1	blaOXA_641.NG_057486.1
blaOXA_-_45	blaOXA_446.NG_049731.1	blaOXA_447.NG_049732.1	blaOXA_449.NG_049734.1	blaOXA_613.NG_057547.1	blaOXA_614.NG_057546.1	blaOXA_615.NG_057552.1	blaOXA_616.NG_057545.1	blaOXA_617.NG_057550.1	blaOXA_618.NG_057549.1	blaOXA_619.NG_057491.1	blaOXA_620.NG_057492.1	blaOXA_621.NG_057553.1	blaOXA_622.NG_057548.1	blaOXA_624.NG_057551.1	blaOXA_635.NG_057495.1	blaOXA_636.NG_057494.1	blaOXA_637.NG_057490.1	blaOXA_638.NG_057544.1	blaOXA_639.NG_057504.1	blaOXA_640.NG_057543.1	blaOXA_658.NG_061408.1
blaOXA_-_46	blaOXA_448.NG_049733.1	blaOXA_623.NG_057493.1	blaOXA_783.NG_063884.1
blaOXA_-_47	blaOXA_184.NG_049485.1	blaOXA_185.NG_049486.1	blaOXA_465.NG_049749.1	blaOXA_466.NG_049750.1	blaOXA_625.NG_057505.1	blaOXA_626.NG_057497.1	blaOXA_627.NG_057498.1	blaOXA_628.NG_057500.1	blaOXA_629.NG_057501.1	blaOXA_630.NG_057503.1	blaOXA_631.NG_057496.1	blaOXA_632.NG_057506.1	blaOXA_633.NG_057499.1	blaOXA_634.NG_057502.1	blaOXA_785.NG_063886.1
blaOXA_-_48	blaOXA_493.NG_049772.1	blaOXA_518.NG_049792.1
blaOXA_-_49	blaOXA_576.NG_066510.1	blaOXA_660.NG_061407.1
blaOXA_-_5	blaOXA_286.NG_049584.1	blaOXA_287.NG_050609.1	blaOXA_303.NG_049599.1	blaOXA_671.NG_062218.2	blaOXA_672.NG_062221.1	blaOXA_673.NG_062214.1
blaOXA_-_6	blaOXA_288.NG_049585.1	blaOXA_674.NG_062226.1
blaOXA_-_7	blaOXA_134.NG_049434.1	blaOXA_282.NG_049580.1	blaOXA_283.NG_049581.1	blaOXA_284.NG_049582.1	blaOXA_285.NG_049583.1	blaOXA_335.NG_049627.1	blaOXA_361.NG_049654.1	blaOXA_362.NG_049655.1	blaOXA_363.NG_049656.1	blaOXA_496.NG_050781.1	blaOXA_646.NG_065432.1	blaOXA_647.NG_065433.1	blaOXA_915.NG_068224.1
blaOXA_-_8	blaOXA_307.NG_050611.1	blaOXA_670.NG_062219.1
blaOXA_-_9	blaOXA_266.NG_049562.1	blaOXA_661.NG_061397.1
blaOXA_12	blaOXA_12.NG_049418.1
blaOXA_15-	blaOXA_154.NG_049453.1	blaOXA_155.NG_049454.1
blaOXA_15-_1	blaOXA_158.NG_049457.1	blaOXA_159.NG_049458.1
blaOXA_153	blaOXA_153.NG_049452.1
blaOXA_156	blaOXA_156.NG_049455.1
blaOXA_157	blaOXA_157.NG_049456.1
blaOXA_18	blaOXA_18.NG_049480.1
blaOXA_198	blaOXA_198.NG_049494.1
blaOXA_209	blaOXA_209.NG_049507.1
blaOXA_279	blaOXA_279.NG_049576.1
blaOXA_29	blaOXA_29.NG_049586.1
blaOXA_29-	blaOXA_297.NG_049592.1	blaOXA_298.NG_049593.1
blaOXA_29-_1	blaOXA_291.NG_049587.1	blaOXA_292.NG_049588.1	blaOXA_293.NG_050610.1
blaOXA_29-_2	blaOXA_294.NG_049589.1	blaOXA_295.NG_049590.1
blaOXA_299	blaOXA_299.NG_049594.1
blaOXA_302	blaOXA_302.NG_049598.1
blaOXA_305	blaOXA_305.NG_049601.1
blaOXA_306	blaOXA_306.NG_049602.1
blaOXA_308	blaOXA_308.NG_049603.1
blaOXA_347	blaOXA_347.NG_049639.1
blaOXA_4-	blaOXA_464.NG_049748.1	blaOXA_491.NG_049771.1
blaOXA_45	blaOXA_45.NG_049735.1
blaOXA_5-	blaOXA_548.NG_054953.1	blaOXA_549.NG_054954.1	blaOXA_550.NG_054955.1	blaOXA_551.NG_054956.1	blaOXA_552.NG_054957.1	blaOXA_553.NG_054958.1
blaOXA_5-_1	blaOXA_569.NG_056178.1	blaOXA_574.NG_056183.1
blaOXA_527	blaOXA_527.NG_051477.1
blaOXA_53	blaOXA_53.NG_049793.1
blaOXA_54	blaOXA_54.NG_049794.1
blaOXA_542	blaOXA_542.NG_057454.1
blaOXA_568	blaOXA_568.NG_055785.1
blaOXA_57-	blaOXA_570.NG_056179.1	blaOXA_573.NG_056182.1
blaOXA_60	blaOXA_60.NG_049800.1
blaOXA_648	blaOXA_648.NG_065434.1
blaOXA_664	blaOXA_664.NG_062213.1
blaOXA_665	blaOXA_665.NG_062217.1
blaOXA_72-	blaOXA_727.NG_061621.1	blaOXA_728.NG_061622.1
blaOXA_731	blaOXA_731.NG_061613.1
blaOXA_732	blaOXA_732.NG_061615.1
blaOXA_830	blaOXA_830.NG_066713.1
blaOXA_837	blaOXA_837.NG_066071.1
blaOXA_85	blaOXA_85.NG_050724.1
blaOXA_898	blaOXA_898.NG_068018.1
blaOXA_900	blaOXA_900.NG_070745.1
blaOXA_919	blaOXA_919.NG_070746.1
blaOXA_926	blaOXA_926.NG_070748.1
blaOXA_928	blaOXA_928.NG_070749.1
blaOXA_blaLRA13	blaOXA_blaLRA13.NG_047216.1
blaOXY_-	blaOXY_1_1.NG_049841.1	blaOXY_1_2.NG_049842.1	blaOXY_1_3.NG_049843.1	blaOXY_1_4.NG_049844.1	blaOXY_1_6.NG_049845.1	blaOXY_4_1.NG_050613.1	blaOXY_5_1.NG_049860.1	blaOXY_5_2.NG_050563.1	blaOXY_6_1.NG_049861.1	blaOXY_6_2.NG_049862.1	blaOXY_6_3.NG_049863.1	blaOXY_6_4.NG_049864.1
blaOXY_2_-	blaOXY_2_1.NG_049846.1	blaOXY_2_10.NG_049847.1	blaOXY_2_11.NG_049848.1	blaOXY_2_12.NG_049849.1	blaOXY_2_13.NG_049850.1	blaOXY_2_14.NG_047529.1	blaOXY_2_15.NG_049851.1	blaOXY_2_2.NG_049852.1	blaOXY_2_3.NG_049853.1	blaOXY_2_4.NG_049854.1	blaOXY_2_5.NG_047530.1	blaOXY_2_6.NG_049855.1	blaOXY_2_7.NG_049856.1	blaOXY_2_8.NG_049857.1	blaOXY_2_9.NG_049858.1
blaOXY_3_1	blaOXY_3_1.NG_049859.1
blaP	blaP.NG_051161.1	blaP.NG_051162.1
blaPAC_1	blaPAC_1.NG_052627.1
blaPAU_1	blaPAU_1.NG_065882.1
blaPDC_-	blaPDC_243.NG_056398.1	blaPDC_318.NG_066525.1
blaPDC_-_1	blaPDC_1.NG_049865.1	blaPDC_10.NG_049866.1	blaPDC_100.NG_049867.1	blaPDC_101.NG_049868.1	blaPDC_102.NG_049869.1	blaPDC_103.NG_049870.1	blaPDC_104.NG_049871.1	blaPDC_105.NG_049872.1	blaPDC_106.NG_049873.1	blaPDC_107.NG_049874.1	blaPDC_108.NG_049875.1	blaPDC_109.NG_049876.1	blaPDC_11.NG_049877.1	blaPDC_110.NG_049878.1	blaPDC_111.NG_049879.1	blaPDC_112.NG_049880.1	blaPDC_113.NG_049881.1	blaPDC_114.NG_055478.1	blaPDC_115.NG_055479.1	blaPDC_116.NG_055480.1	blaPDC_117.NG_055481.1	blaPDC_118.NG_055482.1	blaPDC_119.NG_055483.1	blaPDC_12.NG_049882.1	blaPDC_120.NG_055484.1	blaPDC_121.NG_055485.1	blaPDC_122.NG_055486.1	blaPDC_123.NG_055487.1	blaPDC_124.NG_055488.1	blaPDC_126.NG_050782.1	blaPDC_127.NG_050783.1	blaPDC_128.NG_050784.1	blaPDC_129.NG_050785.1	blaPDC_13.NG_049883.1	blaPDC_130.NG_050786.1	blaPDC_131.NG_050787.1	blaPDC_132.NG_050788.1	blaPDC_133.NG_050789.1	blaPDC_134.NG_050790.1	blaPDC_135.NG_050791.1	blaPDC_136.NG_050792.1	blaPDC_137.NG_050793.1	blaPDC_138.NG_050794.1	blaPDC_139.NG_050795.1	blaPDC_14.NG_049884.1	blaPDC_141.NG_050797.1	blaPDC_142.NG_050815.1	blaPDC_143.NG_050816.1	blaPDC_144.NG_050817.1	blaPDC_145.NG_050818.1	blaPDC_146.NG_050819.1	blaPDC_147.NG_050820.1	blaPDC_148.NG_050821.1	blaPDC_149.NG_050822.1	blaPDC_15.NG_049885.1	blaPDC_150.NG_050823.1	blaPDC_152.NG_050825.1	blaPDC_153.NG_050826.1	blaPDC_154.NG_050827.1	blaPDC_155.NG_050828.1	blaPDC_156.NG_050829.1	blaPDC_157.NG_050830.1	blaPDC_158.NG_050831.1	blaPDC_159.NG_050832.1	blaPDC_16.NG_049886.1	blaPDC_161.NG_050834.1	blaPDC_162.NG_050835.1	blaPDC_163.NG_050836.1	blaPDC_164.NG_050837.1	blaPDC_165.NG_050838.1	blaPDC_166.NG_050946.1	blaPDC_167.NG_050947.1	blaPDC_168.NG_050980.1	blaPDC_169.NG_050981.1	blaPDC_17.NG_049887.1	blaPDC_170.NG_050982.1	blaPDC_171.NG_050983.1	blaPDC_172.NG_051496.1	blaPDC_174.NG_052625.1	blaPDC_175.NG_052891.1	blaPDC_176.NG_052892.1	blaPDC_177.NG_054679.1	blaPDC_178.NG_054680.1	blaPDC_179.NG_054965.1	blaPDC_18.NG_049888.1	blaPDC_180.NG_054966.1	blaPDC_181.NG_054967.1	blaPDC_182.NG_054968.1	blaPDC_183.NG_054969.1	blaPDC_184.NG_054970.1	blaPDC_185.NG_054971.1	blaPDC_186.NG_054972.1	blaPDC_187.NG_054973.1	blaPDC_188.NG_054974.1	blaPDC_189.NG_054975.1	blaPDC_190.NG_054976.1	blaPDC_191.NG_054977.1	blaPDC_192.NG_054978.1	blaPDC_193.NG_054979.1	blaPDC_194.NG_054980.1	blaPDC_195.NG_054981.1	blaPDC_196.NG_065883.1	blaPDC_197.NG_054982.1	blaPDC_198.NG_054983.1	blaPDC_199.NG_054984.1	blaPDC_19a.NG_049889.1	blaPDC_19b.NG_049890.1	blaPDC_2.NG_049891.1	blaPDC_20.NG_049892.1	blaPDC_200.NG_054985.1	blaPDC_201.NG_054986.1	blaPDC_202.NG_054987.1	blaPDC_203.NG_054988.1	blaPDC_204.NG_054989.1	blaPDC_205.NG_054990.1	blaPDC_206.NG_054991.1	blaPDC_207.NG_054992.1	blaPDC_208.NG_054993.1	blaPDC_209.NG_054994.1	blaPDC_210.NG_054995.1	blaPDC_211.NG_055273.1	blaPDC_212.NG_055274.1	blaPDC_213.NG_055276.1	blaPDC_214.NG_055277.1	blaPDC_215.NG_055278.1	blaPDC_216.NG_055279.1	blaPDC_217.NG_055280.1	blaPDC_218.NG_055281.1	blaPDC_219.NG_055282.1	blaPDC_21a.NG_049893.1	blaPDC_21b.NG_049894.1	blaPDC_22.NG_049895.1	blaPDC_220.NG_055275.1	blaPDC_221.NG_056055.1	blaPDC_222.NG_056056.1	blaPDC_224.NG_056102.1	blaPDC_225.NG_056103.1	blaPDC_226.NG_056104.1	blaPDC_227.NG_056419.1	blaPDC_228.NG_056420.1	blaPDC_229.NG_056421.1	blaPDC_23.NG_049896.1	blaPDC_230.NG_056422.1	blaPDC_231.NG_056423.1	blaPDC_232.NG_056424.1	blaPDC_233.NG_056425.1	blaPDC_234.NG_056389.1	blaPDC_235.NG_056390.1	blaPDC_236.NG_056391.1	blaPDC_237.NG_056392.1	blaPDC_238.NG_056393.1	blaPDC_239.NG_056394.1	blaPDC_24.NG_049897.1	blaPDC_240.NG_056395.1	blaPDC_241.NG_056396.1	blaPDC_242.NG_056397.1	blaPDC_245.NG_056400.1	blaPDC_246.NG_056401.1	blaPDC_247.NG_056402.1	blaPDC_248.NG_056403.1	blaPDC_249.NG_056404.1	blaPDC_25.NG_049898.1	blaPDC_251.NG_057583.1	blaPDC_252.NG_057584.1	blaPDC_253.NG_057585.1	blaPDC_254.NG_057586.1	blaPDC_255.NG_057587.1	blaPDC_256.NG_057588.1	blaPDC_257.NG_057589.1	blaPDC_258.NG_057590.1	blaPDC_259.NG_057591.2	blaPDC_26.NG_049899.1	blaPDC_260.NG_057592.1	blaPDC_261.NG_057593.1	blaPDC_262.NG_057594.1	blaPDC_263.NG_057595.1	blaPDC_264.NG_057596.1	blaPDC_266.NG_057598.1	blaPDC_267.NG_057599.1	blaPDC_268.NG_057600.1	blaPDC_270.NG_057601.1	blaPDC_271.NG_057602.1	blaPDC_272.NG_057603.1	blaPDC_273.NG_057604.1	blaPDC_274.NG_057605.1	blaPDC_275.NG_060537.1	blaPDC_276.NG_060546.1	blaPDC_277.NG_060547.1	blaPDC_278.NG_060548.1	blaPDC_279.NG_060549.1	blaPDC_28.NG_049900.1	blaPDC_280.NG_060550.1	blaPDC_281.NG_060551.1	blaPDC_282.NG_060552.1	blaPDC_283.NG_060553.1	blaPDC_284.NG_060554.1	blaPDC_285.NG_060555.1	blaPDC_286.NG_060538.1	blaPDC_287.NG_060556.1	blaPDC_288.NG_060557.1	blaPDC_289.NG_060558.1	blaPDC_290.NG_060559.1	blaPDC_293.NG_060563.1	blaPDC_294.NG_060539.1	blaPDC_295.NG_060540.1	blaPDC_296.NG_060541.1	blaPDC_297.NG_060542.1	blaPDC_298.NG_060543.1	blaPDC_299.NG_060544.1	blaPDC_3.NG_049901.1	blaPDC_30.NG_049902.1	blaPDC_300.NG_060545.1	blaPDC_301.NG_060566.1	blaPDC_302.NG_060567.1	blaPDC_303.NG_060568.1	blaPDC_304.NG_061620.1	blaPDC_305.NG_061624.1	blaPDC_306.NG_061625.1	blaPDC_307.NG_062258.1	blaPDC_308.NG_062259.1	blaPDC_309.NG_062260.1	blaPDC_31.NG_049903.1	blaPDC_310.NG_062261.1	blaPDC_311.NG_062262.1	blaPDC_312.NG_062263.1	blaPDC_313.NG_062264.1	blaPDC_314.NG_062265.1	blaPDC_315.NG_062302.1	blaPDC_316.NG_062303.1	blaPDC_317.NG_063888.1	blaPDC_319.NG_066526.1	blaPDC_32.NG_049904.1	blaPDC_320.NG_066527.1	blaPDC_321.NG_066528.1	blaPDC_322.NG_066529.1	blaPDC_323.NG_066530.1	blaPDC_324.NG_066531.1	blaPDC_325.NG_066532.1	blaPDC_327.NG_066534.1	blaPDC_328.NG_066535.1	blaPDC_329.NG_066536.1	blaPDC_330.NG_066537.1	blaPDC_333.NG_065445.1	blaPDC_334.NG_065886.1	blaPDC_335.NG_065887.1	blaPDC_336.NG_065888.1	blaPDC_337.NG_065889.1	blaPDC_338.NG_065890.1	blaPDC_339.NG_065891.1	blaPDC_34.NG_049906.1	blaPDC_340.NG_065892.1	blaPDC_341.NG_065893.1	blaPDC_345.NG_065897.1	blaPDC_346.NG_065898.1	blaPDC_347.NG_065899.1	blaPDC_348.NG_065900.1	blaPDC_349.NG_065901.1	blaPDC_35.NG_049907.1	blaPDC_351.NG_065903.1	blaPDC_352.NG_065904.1	blaPDC_353.NG_065905.1	blaPDC_354.NG_065906.1	blaPDC_355.NG_065907.1	blaPDC_356.NG_065908.1	blaPDC_357.NG_065909.1	blaPDC_358.NG_065910.1	blaPDC_359.NG_065911.1	blaPDC_36.NG_049908.1	blaPDC_360.NG_065912.1	blaPDC_361.NG_065913.1	blaPDC_362.NG_065914.1	blaPDC_363.NG_065915.1	blaPDC_364.NG_065916.1	blaPDC_365.NG_065917.1	blaPDC_366.NG_065918.1	blaPDC_367.NG_065919.1	blaPDC_368.NG_065920.1	blaPDC_369.NG_065921.1	blaPDC_37.NG_049909.1	blaPDC_370.NG_065922.1	blaPDC_371.NG_065923.1	blaPDC_372.NG_065924.1	blaPDC_373.NG_065925.1	blaPDC_374.NG_065926.1	blaPDC_375.NG_065927.1	blaPDC_376.NG_065928.1	blaPDC_377.NG_065929.1	blaPDC_378.NG_065930.1	blaPDC_379.NG_065931.1	blaPDC_38.NG_049910.1	blaPDC_380.NG_065932.1	blaPDC_381.NG_065933.1	blaPDC_382.NG_065934.1	blaPDC_383.NG_065935.1	blaPDC_384.NG_066540.1	blaPDC_385.NG_066541.1	blaPDC_386.NG_066542.1	blaPDC_387.NG_066756.1	blaPDC_388.NG_066757.1	blaPDC_389.NG_068029.1	blaPDC_39.NG_049911.1	blaPDC_390.NG_068030.1	blaPDC_391.NG_068031.1	blaPDC_393.NG_068033.1	blaPDC_394.NG_068034.1	blaPDC_395.NG_068035.1	blaPDC_396.NG_068036.1	blaPDC_397.NG_068037.1	blaPDC_398.NG_068186.1	blaPDC_399.NG_068187.1	blaPDC_4.NG_049912.1	blaPDC_40.NG_049913.1	blaPDC_400.NG_068188.1	blaPDC_401.NG_068189.1	blaPDC_402.NG_068190.1	blaPDC_403.NG_068191.1	blaPDC_404.NG_068192.1	blaPDC_405.NG_068193.1	blaPDC_406.NG_068194.1	blaPDC_407.NG_068195.1	blaPDC_408.NG_068196.1	blaPDC_409.NG_068197.1	blaPDC_410.NG_068198.1	blaPDC_411.NG_068199.1	blaPDC_412.NG_068200.1	blaPDC_413.NG_068201.1	blaPDC_414.NG_068202.1	blaPDC_415.NG_068203.1	blaPDC_416.NG_068204.1	blaPDC_417.NG_068205.1	blaPDC_419.NG_068207.1	blaPDC_420.NG_068208.1	blaPDC_421.NG_068209.1	blaPDC_422.NG_070188.1	blaPDC_423.NG_070189.1	blaPDC_424.NG_070190.1	blaPDC_425.NG_070191.1	blaPDC_426.NG_070192.1	blaPDC_427.NG_070193.1	blaPDC_428.NG_070194.1	blaPDC_429.NG_070195.1	blaPDC_43.NG_049916.1	blaPDC_430.NG_070196.1	blaPDC_431.NG_070197.1	blaPDC_432.NG_070198.1	blaPDC_433.NG_070199.1	blaPDC_434.NG_070200.1	blaPDC_435.NG_070201.1	blaPDC_436.NG_070202.1	blaPDC_437.NG_070203.1	blaPDC_438.NG_070204.1	blaPDC_439.NG_070205.1	blaPDC_44.NG_049917.1	blaPDC_440.NG_070206.1	blaPDC_441.NG_070207.1	blaPDC_442.NG_070208.1	blaPDC_443.NG_070209.1	blaPDC_444.NG_070210.1	blaPDC_445.NG_070211.1	blaPDC_446.NG_070212.1	blaPDC_447.NG_070213.1	blaPDC_448.NG_070214.1	blaPDC_449.NG_070215.1	blaPDC_45.NG_049918.1	blaPDC_450.NG_070216.1	blaPDC_451.NG_070217.1	blaPDC_452.NG_070218.1	blaPDC_453.NG_070227.1	blaPDC_454.NG_070228.1	blaPDC_456.NG_070751.1	blaPDC_457.NG_070752.1	blaPDC_458.NG_071216.1	blaPDC_459.NG_071217.1	blaPDC_46.NG_049919.1	blaPDC_460.NG_071218.1	blaPDC_461.NG_071219.1	blaPDC_462.NG_071220.1	blaPDC_463.NG_071221.1	blaPDC_464.NG_071222.1	blaPDC_465.NG_071223.1	blaPDC_466.NG_071224.1	blaPDC_47.NG_049920.1	blaPDC_48.NG_049921.1	blaPDC_49.NG_049922.1	blaPDC_5.NG_049923.1	blaPDC_50.NG_049924.1	blaPDC_51.NG_049925.1	blaPDC_52.NG_049926.1	blaPDC_53.NG_049927.1	blaPDC_54.NG_049928.1	blaPDC_55.NG_049929.1	blaPDC_56.NG_049930.1	blaPDC_57.NG_049931.1	blaPDC_58.NG_049932.1	blaPDC_59.NG_049933.1	blaPDC_6.NG_049934.1	blaPDC_60.NG_049935.1	blaPDC_61.NG_049936.1	blaPDC_63.NG_049938.1	blaPDC_64.NG_049939.1	blaPDC_65.NG_049940.1	blaPDC_66.NG_049941.1	blaPDC_67.NG_049942.1	blaPDC_68.NG_049943.1	blaPDC_69.NG_049944.1	blaPDC_7.NG_049945.1	blaPDC_70.NG_049946.1	blaPDC_71.NG_049947.1	blaPDC_72.NG_049948.1	blaPDC_74.NG_051744.1	blaPDC_8.NG_049949.1	blaPDC_80.NG_054667.1	blaPDC_86.NG_050726.1	blaPDC_9.NG_049950.1	blaPDC_94.NG_049951.1	blaPDC_95.NG_049952.1	blaPDC_96.NG_049953.1	blaPDC_97.NG_049954.1	blaPDC_98.NG_049955.1	blaPDC_99.NG_049956.1
blaPDC_-_2	blaPDC_125.NG_050589.1	blaPDC_140.NG_050796.1	blaPDC_151.NG_050824.1	blaPDC_160.NG_050833.1	blaPDC_250.NG_057582.1	blaPDC_33.NG_049905.1	blaPDC_342.NG_065894.1	blaPDC_343.NG_065895.1	blaPDC_344.NG_065896.1	blaPDC_41.NG_049914.1	blaPDC_42.NG_049915.1	blaPDC_455.NG_070229.1	blaPDC_62.NG_049937.1
blaPDC_-_3	blaPDC_173.NG_055780.1	blaPDC_244.NG_056399.1	blaPDC_265.NG_057597.2	blaPDC_291.NG_060561.1	blaPDC_292.NG_060562.1	blaPDC_326.NG_066533.1	blaPDC_331.NG_066538.1	blaPDC_332.NG_066539.1	blaPDC_350.NG_065902.1	blaPDC_392.NG_068032.1
blaPDC_-_4	blaPDC_223.NG_056057.1	blaPDC_418.NG_068206.1
blaPEDO_1	blaPEDO_1.NG_049957.1
blaPEDO_2	blaPEDO_2.NG_049958.1
blaPEDO_3	blaPEDO_3.NG_049959.1
blaPER_-	blaPER_1.NG_049960.1	blaPER_10.NG_059319.1	blaPER_11.NG_056387.1	blaPER_12.NG_059335.1	blaPER_13.NG_064782.1	blaPER_15.NG_068210.1	blaPER_3.NG_049962.1	blaPER_4.NG_049963.1	blaPER_5.NG_049964.1	blaPER_7.NG_049966.1	blaPER_8.NG_049967.1	blaPER_9.NG_049968.1
blaPER_-_1	blaPER_14.NG_067159.1	blaPER_2.NG_049961.1
blaPER_6	blaPER_6.NG_049965.1
blaPFM_-	blaPFM_1.NG_065936.1	blaPFM_2.NG_067160.1	blaPFM_3.NG_067161.1
blaPLN_1	blaPLN_1.NG_055471.1
blaPME_1	blaPME_1.NG_049973.1
blaPNGM_1	blaPNGM_1.NG_065937.1
blaPOM_-	blaPOM_1.NG_049974.1	blaPOM_2.NG_065446.1
blaPST_-	blaPST_1.NG_057439.1	blaPST_2.NG_066543.1
blaPSV_1	blaPSV_1.NG_052626.1
blaR1	blaR1.NG_047540.1
blaR1_1	blaR1.NG_047536.1	blaR1.NG_047537.1	blaR1.NG_047539.1	blaR1.NG_051774.1
blaR39	blaR39.NG_047541.1
blaRAHN_1	blaRAHN_1.NG_049975.1
blaRAHN_2	blaRAHN_2.NG_049976.1
blaRCP	blaRCP.NG_055629.1
blaRHO	blaRHO.NG_056490.1
blaROB_-	blaROB_1.NG_049977.1	blaROB_10.NG_070753.1	blaROB_2.NG_059321.1	blaROB_3.NG_059331.1	blaROB_4.NG_059330.1	blaROB_5.NG_059337.1	blaROB_6.NG_070219.1	blaROB_7.NG_070220.1	blaROB_8.NG_070221.1
blaRSA2_1	blaRSA2_1.NG_063889.1
blaRSC1_1	blaRSC1_1.NG_063890.1
blaRSD1_1	blaRSD1_1.NG_063891.1
blaRSD2_-	blaRSD2_1.NG_063892.1	blaRSD2_2.NG_063893.1
blaRUB_1	blaRUB_1.NG_054671.1
blaRm3	blaRm3.NG_052128.1
blaS	blaS.NG_047542.1
blaS-	blaSRT.NG_047384.1	blaSRT.NG_047546.1	blaSRT.NG_047547.1	blaSRT.NG_047548.1	blaSRT_1.NG_050142.1	blaSRT_2.NG_050143.1	blaSRT_3.NG_070754.1	blaSST_1.NG_050144.1
blaSCO_1	blaSCO_1.NG_049978.1
blaSED	blaSED.NG_047543.1
blaSED_1	blaSED_1.NG_049979.1
blaSFB_1	blaSFB_1.NG_047544.1
blaSFC_1	blaSFC_1.NG_049980.1
blaSFH_1	blaSFH_1.NG_052115.1
blaSGM_-	blaSGM_6.NG_049988.1	blaSGM_7.NG_050614.1
blaSGM_-_1	blaSGM_2.NG_049984.2	blaSGM_3.NG_052647.1
blaSGM_1	blaSGM_1.NG_049983.1
blaSGM_4	blaSGM_4.NG_049986.1
blaSGM_5	blaSGM_5.NG_049987.1
blaSHN_1	blaSHN_1.NG_059313.1
blaSIM_-	blaSIM_1.NG_050131.1	blaSIM_2.NG_050132.1
blaSLB_1	blaSLB_1.NG_047545.1
blaSMB_1	blaSMB_1.NG_050133.1
blaSME_-	blaSME_1.NG_050134.1	blaSME_2.NG_050135.1	blaSME_3.NG_050136.1	blaSME_4.NG_050137.1	blaSME_5.NG_050138.1
blaSPG_1	blaSPG_1.NG_050139.1
blaSPM_1	blaSPM_1.NG_050140.1
blaSPN79_1	blaSPN79_1.NG_062234.1
blaSPR_1	blaSPR_1.NG_052102.1
blaSPS_1	blaSPS_1.NG_059316.1
blaSTA_1	blaSTA_1.NG_057419.1
